ForPrd From,Cond Type,Main Cond ID,Sub Cond ID,Sub Cond ID2,Sub Cond Line ID,Line Text,Cond Value,Cond UOM,LowerValue,UpperValue
,commercial,West Bengal,Calcutta Electric Supply Corporation,,6,>1036.8&&<=2266.8,((CondValue-1036.8)/8.2)+150,,1036.8,2266.8
,commercial,West Bengal,Calcutta Electric Supply Corporation,,7,>2266.8,((CondValue-2266.8)/8.97)+300,,2266.8,2266.8
,commercial,West Bengal,Calcutta Electric Supply Corporation,,8,Irradiance,1551.6,,,
,commercial,Jammu and Kashmir,Power Development Department J&K,,0,cnt,3,,,
,commercial,Jammu and Kashmir,Power Development Department J&K,,1,defaultFixedCharge,0,,,
,commercial,Jammu and Kashmir,Power Development Department J&K,,2,>954,((CondValue-954)/3.2)+400,,954,954
,commercial,Jammu and Kashmir,Power Development Department J&K,,3,Irradiance,1857.8,,,
,commercial,Dadra and Nagar Hav.,Electricity Department UT of Dadar & Nagar Haveli,,0,cnt,4,,,
,commercial,Dadra and Nagar Hav.,Electricity Department UT of Dadar & Nagar Haveli,,1,defaultFixedCharge,50,,,
,commercial,Dadra and Nagar Hav.,Electricity Department UT of Dadar & Nagar Haveli,,2,<=300,CondValue/3,,0,300
,commercial,Dadra and Nagar Hav.,Electricity Department UT of Dadar & Nagar Haveli,,3,>300,((CondValue-300)/4.05)+100,,300,300
,commercial,Dadra and Nagar Hav.,Electricity Department UT of Dadar & Nagar Haveli,,4,Irradiance,1593.9,,,
,,,,,,TariffEscalation,3,,,
,,,,,,LeverageRatio(Res),70,,,
,,,,,,LeverageRatio(Com),70,,,
,,,,,,TermLoanTenure(Res),4,,,
,,,,,,TermLoanTenure(Com),5,,,
,,,,,,TermLoanInterestRate(Res),12,,,
,,,,,,TermLoanInterestRate(Com),12,,,
,,,,,,EMI,P*R*((1+R)**N)/((1+R)**N)-1,,,
,,,,,,CUFdegradationFactor,0.5,,,
,,,,,,defaultMaintenanceCharge(Res),400,,,
,,,,,,defaultMaintenanceCharge(Com),400,,,
,,,,,,MaintenanceRate(Res),5,,,
,,,,,,MaintenanceRate(Com),2,,,
,,,,,,MonthlySavings(Econ),4.2*Economy_unit*grid_tariff*30,,,
,,,,,,MonthlySavings(Sec),4.2*secure_unit*grid_tariff*30,,,
,,,,,,DepPer1,40,,,
,,,,,,DepPer2,20,,,
,,,,,,TaxBenefit,26,,,
,,,,,,InflationElectricityTariff,4,,,
,,,,,,TreesSaved,54.4,,,
,,,,,,CO2,1142.2,,,
